video_id,url,title,duration,view_count,channel,channel_id,language_code,transcript
4Fsq0tdiYH4,https://www.youtube.com/shorts/4Fsq0tdiYH4,“I only feel old when I go to the beach.” 🎤: Giulia Rozzi #shorts,,104000.0,Comedy Central Stand-Up,@standup,en,"I only feel old when I go to the beach I
don't know if anyone else has had this
experience but like I used to run into
the ocean Frolic in the waves but now
I've started to do what I call the old
ladies Sea bath I don't know if you know
what I mean by that but it's like it's
when you walk up right to where the
ocean meets the sand and you you bend
down like very slow because your joints
are starting to hurt and you kind of
like scoop and wash you know you just
sort of
scoop water onto your swim skirt and
you're like
that's not
that's nuts oh
salty you know just
I do think when you're a woman though
peeing in the ocean is like one of the
most empowering things you can do right
[Applause]
especially when you only go in ankle
deep like I do"
6DH3jZY95IA,https://www.youtube.com/shorts/6DH3jZY95IA,“I gotta call an Uber to get a watermelon home.” 🎤: Reggie Conquest #shorts,,99000.0,Comedy Central Stand-Up,@standup,en,"I'm back in New York and I'm carless and
I miss simple like I miss I miss
being able to get like a full watermelon
I gotta I gotta call an Uber to get a
watermelon
or I could take it on the train but then
I'll risk being a picture of some white
kid's group chat
that's my biggest fear
being a meme is the scariest for
some kid doing tick-tocking on you on
your face
so scary being a meat you know oh don't
let it get the black Twitter it's over"
qDuaLUA_Jrw,https://www.youtube.com/shorts/qDuaLUA_Jrw,“Americans love the 4th of July.” 🎤: Arj Barker #shorts,,55000.0,Comedy Central Stand-Up,@standup,en,"Americans love 4th of July too I mean
that's our day did you know I read this
on the internet did you know Fourth of
July is more popular in this country
than in any other country in the whole
world no it's true
because that's our day that's the day
you can wake up and say yes it's Fourth
of July and I love my country
and because I love my country I'm gonna
shoot explosive Rockets
out of an empty Heineken bottle in my
backyard during what is arguably the
driest week of the year
cause I love my country
and sometimes in order to prove you love
something you gotta burn that son of a
 down"
345HYweZnUY,https://www.youtube.com/shorts/345HYweZnUY,“You pretend like you don’t even know what the word ‘celibate’ means.” 🎤: René Hicks #shorts,,66000.0,Comedy Central Stand-Up,@standup,en,"and you guys you pretend like you don't
even know what the word celibate means
I told one guy was seven he was like
well I'm a Sagittarius our signs are
compatible
another guy said celibate is that like
some sort of vegetarian I said well we
do have something in common in that
tonight neither one of us will be having
meat okay you see what I'm saying
I ran into one dumb dumb dumb guy Time
by celibate sell a lot just tell me how
much it costs
foreign
[Applause]"
2-yx2ixo3ww,https://www.youtube.com/shorts/2-yx2ixo3ww,“Plan B-izzle.” 🎤: Amy Schumer #shorts,,34000.0,Comedy Central Stand-Up,@standup,en,"a little about me I took Plan B about 10
days ago
um thank you oh my God you guys only
clap if you mean it uh
I did you know you know what it is
there's some people here it's the
morning after pill I take it the night
before because I'm smart but
some people like to I'm with you good
people I believe birth begins at
conception so I just like beat that
plan Bizzle who's taking it who's taking
it
thank you oh sorry room of Heroes
everyone's like"
tqOkWWV6a_U,https://www.youtube.com/shorts/tqOkWWV6a_U,"""An escalator can never break..."" 🎤: Mitch Hedberg #shorts",,359000.0,Comedy Central Stand-Up,@standup,en,"I like an escalator man because the
escalator could never break it can only
become stairs
there would there would never be a
escalator temporarily out of order sign
only an escalator temporarily stares
for the convenience"
r4i0brJAUXg,https://www.youtube.com/shorts/r4i0brJAUXg,"""I have one tattoo…” 🎤: Sophie Buddle #shorts",,26000.0,Comedy Central Stand-Up,@standup,en,"I do I have one tattoo
um I got it when I was like 16 it's some
Hebrew writing
on my ribs but
um the only thing is I have gained and
lost and gained and lost a little bit of
weight since I got it so my tattoo has
sort of like now it's in English
and I got this tattoo when my Grandpa
died but it's on like a sexy spot
on my body so you know men see it and
they're like
for Manuel
[Laughter]
but you know men seeing my tattoo and
they're like oh I like that what does
that mean and I have to be like
for my dead Jewish Grandpa
[Applause]
and then they get so much blood in their
boner it explodes"
iUYtY6mplt0,https://www.youtube.com/shorts/iUYtY6mplt0,“I was in a gang as well… all black boy scout troop.” 🎤: James Davis #shorts,,97000.0,Comedy Central Stand-Up,@standup,en,"I had a lot of friends they were uh
gang members uh Bloods Crips I wasn't a
gang as well all black boy scout troop
um
she would pay 48 y'all laughing but
don't get it twisted they ran the
streets we ran the woods
whole lot of gang you know what I
mean
all Black Boy Scout trip we look like a
cross between the
and the Little Rascals
just a bunch of buckwheats in the woods
just pitching tents
throwing rocks
and terrorizing squirrels get out of our
test site cause
get out cause it's ours 848
Hey cuz I'm lost you lost North Star
North Star we good
it's right there cuz it's right by the
Little Dipper
do you even read your book"
dD9NUm_ouI4,https://www.youtube.com/shorts/dD9NUm_ouI4,"""My aunt, she's like Kanye West."" 🎤: Sophie Buddle #shorts",,56000.0,Comedy Central Stand-Up,@standup,en,"I'm waiting in line right minding my own
bees box my aunt comes up to me and
she's like hey just a reminder you were
not baptized so when you get to the
front you go like this and you don't get
one
that's right Jews continue to be
persecuted okay
my aunt's like Kanye West
I loved her early work but
now she's mean
but I'm waiting in line right I can't
believe the anti-Semitism in the
Catholic church I'm like
how are they not covering this on the
news this is crazy
but by the time I got to the front of
the line I was so annoyed that I just
dropped my hands and I took it anyway
yeah I turned back to my aunt I was like
Hey see in heaven
foreign
[Applause]"
o9fGSSjeYzA,https://www.youtube.com/shorts/o9fGSSjeYzA,"“You get so excited, and you f*** it up immediately.” 🎤: Jordan Jensen #shorts",,48000.0,Comedy Central Stand-Up,@standup,en,"whenever we say I'm about to come you
guys you lose your mind
you short circuit you get so excited and
you [ __ ] it up immediately
it is so we you'll be doing so you don't
even know you're doing good you're half
asleep you're checked out you're
dissociated okay but you're keeping a
Tempo going you're keeping a set just
and we're like okay all right yeah
keep on like this and I'm gonna I'm
gonna tell him I can tell
I'm gonna tell them same to tell I'm
gonna tell him okay here we go I'm gonna
come you guys like okay
[Applause]
did you
did you come no
don't look at your [ __ ] girlfriend
like that's how it pertains to every one
of you"
nU0EihUDvJ4,https://www.youtube.com/shorts/nU0EihUDvJ4,"""The other thing I hate doing is flying."" 🎤: Irene Tu #shorts",,74000.0,Comedy Central Stand-Up,@standup,en,"the other thing I hate doing is flying
because every time I fly I have to go
through airport security and you have to
go through that full body scanner you
know the one where you pose for three
seconds and then it tells you if you're
a terrorist or not
but I don't know if you know this when
you go through that machine the agent
actually has to pick your gender that's
how the machine works right so since I
look like me he always picks male right
then I go through the machine and then
he's like ah we gotta do it again
I mean we have to do it again
okay like you messed up I feel like
I feel like again
right even if I was carrying a bomb just
let me keep it okay
that's good customer service
foreign"
yL4WZXYcLkc,https://www.youtube.com/shorts/yL4WZXYcLkc,“Every 11-year-old is a full drag queen.” 🎤: Brendan Scannell #shorts,,80000.0,Comedy Central Stand-Up,@standup,en,"yeah
for those of you who don't know a twink
is like a young gay who you want to fill
with cream
you shouldn't have given us rights
that's basically you shouldn't have
given us right because now we run
culture all right that was your first
mistake your second mistake was
inventing YouTube because now every 11
year old is a full drag queen like
have you talked to an 11 year old
recently I have a lot of younger
followers on Instagram don't ask
[Laughter]
and I'll post like just a single photo
of myself and every comment will be like
slay Queen
and then you click the profile and it is
a literal child
and it's just like I'm Grayson I'm from
Champaign Illinois I'm that of
Miss shaffer's class okay
[Music]"
AscyWpJ94yg,https://www.youtube.com/shorts/AscyWpJ94yg,“That’s who I am: Hood-Adjacent.” 🎤: James Davis #shorts,,50000.0,Comedy Central Stand-Up,@standup,en,"Mr hood of Jason because that's who I am
Hood adjacent here's a hood drive-bys
gang banging looks like an episode of
The Wire then there's a Street then me
ooh dodged it get out of here oppression
Matrix
almost got me
thank you Mom
it's like yes I know the dude who got
shot in the drive-by but no I wasn't
invited to the retaliation meeting I
don't know what our response is to this
dude shooting up the street next to the
one I care about but I told him hey when
you find the guy who did this do what
y'all do keep it gangsta
take a picture of it put it on Instagram
and I like that I hate it with the
double tap and that's where it stops
Hood adjacent
I make my Kool-Aid with Fiji Water and a
touch of Splenda
let's coach
just a dollop
way more crisper to the palette
you know what it tastes like progress"
g4scNZ5uc70,https://www.youtube.com/shorts/g4scNZ5uc70,"""You're not allowed to say you hate New York."" 🎤: Dulcé Sloan #shorts",,220000.0,Comedy Central Stand-Up,@standup,en,"I was forced to move to New York because
of success
and I hate that place
I hate that place I hate
it I hate it okay
you're not allowed to say that you're
not allowed to say you hate New York
because people go what do you mean you
hate New York it's the greatest city on
Earth what
and they always do it the same way they
always look slightly off to the side
like a cult member it's the greatest
city on Earth what
where'd you go I'm right here what
happened is de Blasio paying you what's
going on
I hate that place
it's a Yankee trashy I hate it
[Applause]
this is my purpose in life this is my
Ministry to tell you
it's horrible"
lo6_Vzl2v8A,https://www.youtube.com/shorts/lo6_Vzl2v8A,“It’s been over since ‘Glee.’” 🎤: Caleb Hearon #shorts,,1000000.0,Comedy Central Stand-Up,@standup,en,"being gay is over dog
since going
since ruined it it's all it's over
it's not cool anymore being non-binary
is cool
what are they you can't pin them down
that's cool
being non-binary is the new being gay
being gay is the new being straight
being straight we haven't seen it since
about 2015 have we
in firm case we've heard rumors
they're ground whisperings but we
haven't seen it
of course being bisexual
is the new being Italian
a lot of a lot of wearing leather
jackets and pretending to be
discriminated against right it's like
thank you"
ZBImMFgLESA,https://www.youtube.com/shorts/ZBImMFgLESA,"""Men should not shave their armpits."" 🎤: Retta #shorts",,46000.0,Comedy Central Stand-Up,@standup,en,"remember the first time that I thought
that men should shave their armpits it
was many years ago I was watching MTV
Unplugged and LL Cool J was performing
and LL had on no shirt and rightfully so
because ll's body is slamming
but at what he was singing Mama Said
Knock You Out And he was like yeah yeah
and I was like no
because it was painfully obvious that LL
believed like most Americans that men
should not shave their armpits it was
also painfully obvious that llu stick
deodorants
big white chunks trapped in the
follicles of his pits
like somebody had crumbled a double
stuffed Oreo up there"
s4Mv7ursSy4,https://www.youtube.com/shorts/s4Mv7ursSy4,"“My mom is not an angel, she’s an asshole.” 🎤: Jordan Jensen #shorts",,1000000.0,Comedy Central Stand-Up,@standup,en,"my mom is not an angel she's an
she's such a she keeps cheating on
her girlfriends dude I just found out
this is crazy she did she dates she's
like this very rugged like she's very
swaggering and she dates these young
like 28 year old women which I hate
because they always want to be my friend
and I'm like listen get the fight
what what do we have in common we both
graduated in 2013 and we both been
spanked by my mom get the out of
here right
and what's crazy is I ran into one of
these women and my mom she okay all
right I'll tell you so she goes my mom's
a mean lady all right she cheats on
everybody she's the game we played
growing up was called no kisses today I
swear to God okay yes yes I just found
out that's not a game that all you play
that was embarrassing for me that was
embarrassing for me my buddies were like
remember sarnines and hide and go seek
and I was like no kisses today and
they're like we should help you more"
GdpCUGEaHgY,https://www.youtube.com/shorts/GdpCUGEaHgY,“Father’s Day is the worst holiday in the world.” 🎤: Ali Siddiq #shorts,,502000.0,Comedy Central Stand-Up,@standup,en,"Father's Day is the worst holiday in the
world I've done the research I already
know let me tell you something mother's
day is the second most celebrated
holiday in the world Christmas is first
so it's that means it's Jesus then your
mama
you know what Father's Day fall at
number 20.
I can't think of 18 other holidays
[Applause]
number six
mean ghosts and goblins go before
fathers
Arbor Day is number 13. I don't even
know what that is"
51Fo6-HmUx4,https://www.youtube.com/shorts/51Fo6-HmUx4,"""I wanted a snack for the movie."" 🎤: Daniel Simonsen #shorts",,60000.0,Comedy Central Stand-Up,@standup,en,"there's a supermarket by me right and
there's a woman in the cashier she's a
tough character
I'm just there to get vegetables
but she expects me to bring my a game
[Music]
I was there the other day and I had a
cucumber on the conveyor belt
that was the only thing I was buying
[Laughter]
I was going to the cinema
so I wanted a snack for the movie
[Laughter]
either between me and the guy in front
of me
so suddenly that woman she put me on the
spot
was that is that yours
and I said no
foreign"
qEsmnOVZWsU,https://www.youtube.com/shorts/qEsmnOVZWsU,"""I used to go on job interviews and I would get so panicky."" 🎤 : Nick Kroll #shorts",,112000.0,Comedy Central Stand-Up,@standup,en,"remember I used to go on job interviews
and I would get so panicky and they'd
throw so many curveballs at you like I
remember this one interview the guy was
like Sonic what's the greatest weakness
and I was being interviewed by Tim Gunn
from Project Runway
I just panicked I was just like oh
oh this weakness is that I have no
strengths
but I do believe you have to follow your
dreams and uh that's why I actually keep
a dream catcher above my bed
but then like just to be fair I keep a
picture of my dad next to it so that I
can have a Dream Crusher there as well
[Applause]"
w6zrojPo7xY,https://www.youtube.com/shorts/w6zrojPo7xY,"""It is so spooky when Netflix figures out that you're gay."" 🎤: Gabe Liedman #shorts",,92000.0,Comedy Central Stand-Up,@standup,en,"it is so spooky when Netflix figures out
that you're gay
never tell them that like
it's not like Facebook where you sign up
and you're like hello I'm Gabriel I'm
from Philadelphia and I'd like to suck
on whatever
and then from then on like the right
hand third of your screen is just always
like tank tops
tank tops for sale
tank top vacation in one dollar just for
you Gabriel like
tell Netflix anything about yourself
just like your email address and your
billing zip code and they figure out
that you're gay over time using some
like judgment algorithm or whatever
behind the screen that's just like
totally like paying attention to what
you run they're like oh you watch that
huh
thank you thank you"
FNGD2yFNk2E,https://www.youtube.com/shorts/FNGD2yFNk2E,“I can make the crowd worried.” 🎤: Daniel Simonsen #shorts,,53000.0,Comedy Central Stand-Up,@standup,en,"from Norway
[Music]
probably quite a change of energy
[Laughter]
so I'm observant enough to notice uh I
can make the crowd worried
[Laughter]
I'm not comfortable in my skin
I think that could make you nervous
I'm worried and you're worried too
together we don't trust me
[Music]
I know this is America and you should
believe in yourself
but I'm pretty sure I'm a fraud"
yRsBX-mW008,https://www.youtube.com/shorts/yRsBX-mW008,“A modern-day Cinderella Story.” 🎤: Jes Tom #shorts,,66000.0,Comedy Central Stand-Up,@standup,en,"so I've been in San Francisco for two
weeks all the way on the other side of
the country came back to my apartment in
New York pulled back the sheets on my
bed and found a dildo that didn't belong
to me
this is a true story I was like I didn't
buy the captain
how did you get here
it turns out it belonged to my best
friend who had been visiting me before I
left and forgot their dildo in my things
as you do with family
but before I found out who it belonged
to I was like um
this is like a modern day Cinderella
Story
[Applause]
I have to try this dildo
on every eligible lady in the Kingdom
to find the perfect fit
oh
my God
[Applause]"
SbCKC8K_dY8,https://www.youtube.com/shorts/SbCKC8K_dY8,“What is 'sad girl'?” 🎤: David Drake #shorts,,92000.0,Comedy Central Stand-Up,@standup,en,"I was on the playground with my daughter
the other day and uh we uh we were just
playing next to these three little girls
and uh
and I just overheard one of the little
girls she turned to her two friends and
she was like hey did you guys want to
play sad girl
and I was like what is that girl so I
just started watching them and here's
what sagrel is it's a made-up game and
up by little girls and here's how you
play two of the girls run around and
dance and play and laugh and have fun
and then the third girl is the sad girl
and it's her job to sit underneath the
playscape with the saddest look on her
face while her friends dance and play
around her
and it's unclear how you score a point
it's that girl
but one of the girls will carry the
weight of this day well into their late
40s"
1SLEiB46xH4,https://www.youtube.com/shorts/1SLEiB46xH4,"""I was looking for Louisiana chicken in London."" 🎤: Max Thomas #shorts",,77000.0,Comedy Central Stand-Up,@standup,en,"when I was in England the only time I
would uh come in contact with uh you
know like a local or anything was uh
like if I was asking for nearest
directions to like a like a Popeyes be
honest with y'all I was looking for
Louisiana chicken in London y'all yes I
was yes and those people they were just
very excited they were very excited by
my accent they're like bro bro where you
from
quick with drop buff your mind's not hot
where you from
your mom's not hot where you from bro
I'll be like uh I'm from America no no I
mean specifically specifically where you
from Prof where you from
the south side of Chicago you mean like
the murder capital of the world you mean
like Chance the Rapper like if one more
labor try to stop me there's gonna be
some dreading oh my God Margie take a
picture with me in the Chicago one he's
not gonna be alive by next week
it was crazy"
fM92a2D02-g,https://www.youtube.com/shorts/fM92a2D02-g,“I like to be more specific when I yell things out.” 🎤: Zach Galifianakis #shorts,,89000.0,Comedy Central Stand-Up,@standup,en,"when I go to events and concerts and
stuff I think a lot of people that yell
out like or yeah when they like
something I like to be more specific
when I yell things out I like to like
when I'm at a concert I like to yell out
things like the way you play your music
makes me feel good inside
[Laughter]
but instead of instead of yelling Encore
yell things like
come back and play some songs you
haven't played yet
please
don't boo people don't boo be more
specific
why are you doing that
I hate that
foreign"
MwOgqijzjx4,https://www.youtube.com/shorts/MwOgqijzjx4,"""“The other day I confused fracking and sharting.” 🎤: Emma Willmann #shorts",,114000.0,Comedy Central Stand-Up,@standup,en,"the other day I confused fracking and
sharding
and I thought about it and I was like
probably has to do with their diet you
know
have you ever said something so stupid
someone can't even guess who you're
talking about
can't even guess I watch this guy start
to question his unsanity he was like
what you think you use their diet it's
affecting the way they prioritize their
environmental policies
at this point I kind of knew I messed up
so I was like yeah that's one Theory I
mean absolutely
how bad then I learned what fracking was
and I was like all right so I was in
like the ballpark it's like a gas
related situation
you know"
hqZvQFSaLF8,https://www.youtube.com/shorts/hqZvQFSaLF8,“Being a dad was invented like 3 years ago.” 🎤: David Drake #shorts,,195000.0,Comedy Central Stand-Up,@standup,en,"people do not care when a woman is out
with a kid yeah because like it's not
new being a dad was invented like three
years ago
I grew up in the 80s the one of the
highest grossing comedies of the 80s was
Mr Mom which is a movie about a guy's
wife got a job and so he had to stay
home with the kids
that's gross in comedy
I didn't even have a word for that
they're like he's a he's a man but but
he's a mom he's a
Mr Mom that's
that's highest grossing comedy of 83.
like people tell their friends about it
like you're not I don't know how do they
think of it it's he's
awesome he's a mom
this is laundry"
-XR2XUZ5hWw,https://www.youtube.com/shorts/-XR2XUZ5hWw,“I was what you call a tomboy.” 🎤: @funnyfortune #shorts,,102000.0,Comedy Central Stand-Up,@standup,en,"was born a big baby
more than 10 and a half pounds
yeah I don't want to brag I came out of
the womb hungry
hungry and looking for titties
yeah nothing's changed
is what you call a tomboy
um which is a future lesbian
my mom was trying to get me to dress
more like a little lady and uh for some
reason her vision of what a little lady
should dress like was that she would put
me in these like power suits I look like
a 50 year old woman lawyer
in my power suit just
um"
vy_WjwD9oNQ,https://www.youtube.com/shorts/vy_WjwD9oNQ,"""The fairy godmother I never knew I needed."" 🎤: Hoodo Hersi #shorts",,5800000.0,Comedy Central Stand-Up,@standup,en,"little stranger walks by stops sees me
and goes you would look way prettier if
you didn't wear glasses you wore makeup
and high heels and then just walks away
okay and I was like whoa this is so much
sexism coming out one like I didn't know
what to do with myself there's a man
telling a woman how to dress I was so
weirded out okay but then
plot twist I saw the same man later that
night kissing another man
and then everything changed
I was like
gay sexist or the Fairy Godmother I
never knew
that's what I'm
spice was coming from a pure place you
know what I mean untouched really I
think he walked by Sami and was like
girl you have so much potential you
don't even realize and then just walked
off"
qSiPrYOhmSQ,https://www.youtube.com/shorts/qSiPrYOhmSQ,"""Do you have to run away to some rave?"" 🎤: Julio Torres #shorts",,228000.0,Comedy Central Stand-Up,@standup,en,"I was at a party for a work thing
and uh this guy asked me uh Hey Julia
will you will you be able to stick
around or do you have to run away to
some rave
and at first I was very very offended
until I remembered the last time I saw
him
I said hey sorry I can't stick around I
gotta run away to some rave
so that one's on me
another fun fact about me is that I am
almost always doing
exactly what a trump supporter imagines
that I'm doing
and let me tell you it's uh it's a lot
of fun"
eZuULAIls7o,https://www.youtube.com/shorts/eZuULAIls7o,“I always knew my dad was involved in some illegal sh*t…” 🎤: Chris Distefano #shorts,,458000.0,Comedy Central Stand-Up,@standup,en,"like I always knew my dad was involved
in some illegal [ __ ] I just always kind
of knew like all his friends I would go
visit his friends when I was a kid would
have a barbecue some [ __ ] like that and
would go up and his friends always had
like a very specific company that they
had like it was it was too specific of
an item to be a real company I was like
I know that this is a front for
something else you're laundering money
through this I'm aware I'm eight years
old but I know you know I'd walk up to
be like hey buddy what do you do for a
living he's like this kid's asking me a
thousand questions I'm like
that's my first question you know
he goes nah nah why do I do well it
would make it up as you go along no you
know what chain link fences you ever
seen you know the top part there's that
little twisty piece of metal you've seen
them right that's what I do yeah it's
called the Lombardi's twisty shits
that's that's the name of the company so
yeah it [ __ ] go want to talk to your
friends about
um you know baseball hats that little
top button my company
it's called Pasquale top buttons go [ __ ]
yourself"
jAP9eFUHlCg,https://www.youtube.com/shorts/jAP9eFUHlCg,"“White priv: juicy, delicious, diabetes-free.” 🎤: Hoodo Hersi #shorts",,187000.0,Comedy Central Stand-Up,@standup,en,"she's got the diabetes and we had to
we have to go to diabetes education and
the nurse had a list of all the ethnic
groups that are more likely to get
diabetes and high blood pressure okay
and on that list I saw Zero white people
shout out to y'all
white priv juicy delicious diabetes free
good for you guys good for you guys okay
and whatever you guys and I always tell
white people this now that I found this
out I'm like don't let black and brown
people bully you guys into seasoning
your food you understand okay
you stay on season okay flavor kills
 don't do it"
ugGtHS19lGc,https://www.youtube.com/shorts/ugGtHS19lGc,“I hate iPhones.” 🎤: Deon Cole #shorts,,172000.0,Comedy Central Stand-Up,@standup,en,"I hate iPhones
you know what I hate about these phones
they always trying to spell for you
like I know what I'm spelling
 I don't know no ninjas
[Applause]
I wrote where's my
this like where's your ninjas
I'm like why would I would I be texting
a ninja
who the hell even know a ninja
dumbass smart ass phone"
7oz1qNhCysg,https://www.youtube.com/shorts/7oz1qNhCysg,“Charcuterie boards are like Ouija boards…” 🎤: Benny Feldman #shorts,,78000.0,Comedy Central Stand-Up,@standup,en,"yo what's up [ __ ] hey I happen to
have Tourette's song by shaking curse
during the Set uh whatever
charcuterie boards are like Ouija board
the way that Spirits seem to guide my
hands
my favorite social media app is the
front facing camera
I love hanging out with my boy
this is my impression of a guy who's
been in two relationships
there are two types of women
part of that day I was looking for my
friends and I had this tick the whole
time I was like
well I was doing echolocation for the
homies
and quiet I kind of go into horse mode
I'm like
there's a thunderstorm coming dude put
me in the barn"
vLBZg2oozU4,https://www.youtube.com/shorts/vLBZg2oozU4,"“She’s, like, generally annoyed at everything I do.” 🎤: Chris Distefano #shorts",,125000.0,Comedy Central Stand-Up,@standup,en,"and listen those are emotional cultures
Italians in the Puerto Ricans that's
either dramatic emotional little baby I
have a problem on my hands I'm not gonna
lie to you guys because you know she's a
toddler but she's a woman she's just a
miniature baby woman
already has opinions you know doesn't
take what I say at face value she's very
suspicious like this girl's My Hope
Pride and Joy everything to me and she's
like generally annoyed at everything I
do
always like
I'll come home she'll be like look who
decided to show up
look
look just stand there
on angles like she went down to walk
five minutes ago she's standing there
like that with her pacifier smoking it
cigarette
who's crayon is this it's not my crayon
so like do you have another family or
because it's just interesting to me
that this is not my crayon"
_qs8JYZVxVc,https://www.youtube.com/shorts/_qs8JYZVxVc,"""There is no 'R' balance in this guy's life at all."" 🎤: Chris Distefano #shorts",,183000.0,Comedy Central Stand-Up,@standup,en,"but my dad now like I said he's getting
older he's adding ours into words that
don't need ours
there's no our balance in this guy's
life at all
but he never figured out first it was no
Wars now it's too many hearts huh
like he goes to the doctor the other day
I was like how was it he was like how
was it told me I got full-blown diabetes
I said doc scientifically what does that
mean
you need me to get on Google I know
Google
.com what am I dumb
like I know google.com"
zfMpsCfqFgU,https://www.youtube.com/shorts/zfMpsCfqFgU,"""Trick question, gender’s fluid."" 🎤: Chloe Hilliard #shorts",,1800000.0,Comedy Central Stand-Up,@standup,en,"day he walks in we're having a
conversation he was like I'm going to
this bar around the corner and I know
that this bar is a gay bar so I was like
oh look at you going to a gay bar that's
so Progressive he goes Chloe we don't we
don't say gay anymore
we say queer
now I feel like old lady because I grew
up with queer being a derogatory term
you didn't call somebody queer unless
she was ready to fight
so now I'm I'm I'm puzzled
cause I'm looking at my 23 year old
Millennial brother like where did you
broke mother get their PR budget
to spin this word around do you
understand
another day he walked into the living
room he has on a peach t-shirt he goes
Chloe what do you think about this shirt
is it too feminine I'm like no it's a
regular Peach t-shirt he goes trick
question Ginger's fluid yes
thank you"
0gyyHeDZBw4,https://www.youtube.com/shorts/0gyyHeDZBw4,“Tourette’s is sort of the abstract art of disabilities.” 🎤: Benny Feldman #shorts,,37000.0,Comedy Central Stand-Up,@standup,en,"dritz is sort of the uh abstract art of
disabilities a lot of people are like I
could do that
 give a man a fish and you
feed him for a day yup fish for
breakfast fish for lunch fish for dinner
we'll see a famous old painting of Lily
pants it's like where's the frogs
imagine being one of the parents for the
kids of the Magic School Bus class
getting those field trip permission
slips home every single night like what
another one does that lady teach
it just says inside a dog
 Wu-Tang
[Applause]"
GxmuDLtXltg,https://www.youtube.com/shorts/GxmuDLtXltg,“My mom was looking like Nancy Pelosi in that b****.” 🎤: Skyler Higley #shorts,,207000.0,Comedy Central Stand-Up,@standup,en,"they tried though they were white but
they knew their black son needed to have
access to Black Culture in America so
they tried their best so we celebrated
Kwanzaa
just like none of the black families
and I want everybody here I need you to
picture it right it's me little black
child two adult white people all three
of us just were in full African dashikis
even as a kid I was like are you sure we
should be doing this
my mom was looking like Nancy Pelos I
they would go too far one time my white
moms he sat me down she was like Skyler
just so you know there's this word that
people use in reference to black people
it's a very racist word it's called the
racial slur it's called the n-word and
you should never say it you should never
say the n-word I looked at my mom I was
like no [ __ ] you should never say
thank you"
fkNRxz5L_gw,https://www.youtube.com/shorts/fkNRxz5L_gw,“If I could go back in time tonight...” 🎤: Nate Bargatze #shorts,,642000.0,Comedy Central Stand-Up,@standup,en,"like if I go back time tonight and go
back to like the 20s knowing everything
I know right now I don't think I would
make a difference
I don't think you guys would even hear
about it I don't think you would
I just don't like because I don't have
anything to get you know like I would go
back and I would see like some guy on an
old phone and I'd be like hey eventually
if they have phones you like carry in
your pocket
and they're like yes like how do they do
it I'm like I mean I don't know how they
do it
um
I think it's a satellite I think a
satellite they're like what's a
satellite I should have even said that
uh
[Music]
it's like metal Metal's gonna go pretty
high in the air
I don't know if you guys are doing I
don't even know if I can prove them from
the future I don't even think I could I
think I would just get stuck because
they would want something like who's the
next president oh boy uh"
l6Rh0MVhAoM,https://www.youtube.com/shorts/l6Rh0MVhAoM,"“This is for all you Megans, Sarahs, and Lindseys out there.” 🎤: Naomi Ekperigin #shorts",,257000.0,Comedy Central Stand-Up,@standup,en,"this is some information based off of
years of watching procedurals okay this
is for all you Megan Sarah's and
Lindsay's out there
[Applause]
are you ready Megan Sarah Lindsay are
you ready all right sister
only one thing you got to do if you want
to live okay white women
you got to stop stop with the jogging at
dawn and dusk
you gotta stop it
okay when you're jogging at that hour
you got two options you're gonna find a
dead body or become a dead body
you gotta
and if you need help remembering let me
Jesse Jackson it for you if the light is
low you do not go"
B2AtsG8nSVI,https://www.youtube.com/shorts/B2AtsG8nSVI,“Normalize being a bad b**** with depression.” 🎤: Rebecca O'Neal #shorts,,195000.0,Comedy Central Stand-Up,@standup,en,"I will get real with y'all though over
the pandemic it's the first time in a
long long time I've thought about
getting back on antidepressants okay I
haven't been on the entire person in a
decade I'm older than you think do not
ask okay I told my friends this and they
were really supportive they just had a
few questions like okay you're on
antidepressants before what did it feel
like like why do you want to get back on
them and I was honest being on
antidepressants feels like your brain is
being gentrified that's what it feels
like
it really does but like the property
value is going up but I don't recognize
this place like
where's the liquor store who fixed the
sidewalk finally wow okay interesting
there's white women jogging around my
brain at night streets are dead"
pgJkmLMfQvY,https://www.youtube.com/shorts/pgJkmLMfQvY,“People ask me what it was like to be raised by white people...” 🎤: Skyler Higley #shorts,,1200000.0,Comedy Central Stand-Up,@standup,en,"I was adopted by uh white people as a
baby that's half of what's wrong with me
people ask me what it was like to be
raised by white people I'm like I don't
know I have fun
right I'd get in trouble I'd be like ah
you can't hit me that's a hate crime you
know
my dad's like give me my belt I'm like
give me y'all Sharpton what you
trying to do
they try to send me the time out be like
go to timeout I'm like oh interesting
did you know that a disproportionate
amount of the people incarcerated within
timeout in this household
oh
African Americans
here's the thing about white parents
nobody tells you
white parents hate it when you sing
Negro spirituals
just because you have to do chores they
hate that
straight up"
